,SGCN,SGCN,2-period SGCN,2-period SGCN,3-period SGCN,3-period SGCN
365,0.49009499,0.856607848,0.485324889,0.853008925,0.495100379,0.851491677
366,0.491935909,0.861557188,0.486011177,0.85497686,0.493685275,0.856459407
367,0.491035432,0.853167547,0.485201538,0.844097552,0.495149076,0.850737212
368,0.491372406,0.860931131,0.48255226,0.851284122,0.493400842,0.849026421
369,0.489816755,0.86094494,0.483321339,0.853223595,0.491714031,0.859553456
370,0.493898332,0.850730972,0.484485298,0.849804203,0.496603131,0.856441235
371,0.48884818,0.856800514,0.486751169,0.860505951,0.495498747,0.853974666
372,0.492508829,0.857640696,0.482834905,0.856015946,0.496778846,0.855630284
373,0.490612775,0.853220639,0.485616177,0.848140922,0.491216868,0.856068601
374,0.491029471,0.858892369,0.483032525,0.852159551,0.493511736,0.85526378
375,0.493288219,0.857715551,0.486346811,0.846872826,0.494840384,0.857144358
376,0.494267702,0.852131636,0.486913979,0.84853742,0.490297407,0.857916229
377,0.489028156,0.855499359,0.48507297,0.85566214,0.493298948,0.856629304
378,0.496013701,0.847143999,0.487531066,0.848033203,0.490600109,0.857255251
379,0.489812464,0.849652806,0.482072294,0.858020663,0.492513269,0.857978298
380,0.486852586,0.852806844,0.481965423,0.854707127,0.489276767,0.853403235
381,0.49374643,0.860753755,0.482178897,0.844858038,0.492589116,0.857266636
382,0.489278078,0.858683611,0.485728681,0.85443619,0.490236461,0.856265427
383,0.491170079,0.853580357,0.484028697,0.849627519,0.492190212,0.85104307
384,0.487213075,0.861712466,0.484444231,0.857139213,0.495733559,0.853424691
385,0.488596141,0.861953884,0.484735906,0.869231725,0.495236576,0.865557424
386,0.488850176,0.857768883,0.48510921,0.84617846,0.496834785,0.853331094
387,0.486248255,0.863304541,0.482663393,0.851527364,0.49862054,0.853665962
388,0.488126814,0.857326945,0.483137071,0.84577594,0.495330006,0.853020967
389,0.489360839,0.856391659,0.482369155,0.845956784,0.4944444,0.853607286
390,0.486344099,0.861351166,0.486013889,0.853637938,0.497556925,0.849838029
391,0.487257004,0.861905695,0.483387917,0.847444257,0.494917095,0.854330223
392,0.484201491,0.860169551,0.483433008,0.858827891,0.489857256,0.856438608
393,0.487859994,0.858058101,0.480826318,0.855664877,0.492765337,0.854227322
394,0.486715257,0.861431823,0.480778486,0.841929616,0.494602472,0.851186804
395,0.484679461,0.860476285,0.483712912,0.853015822,0.497440904,0.850379465
396,0.488652974,0.860960469,0.482614994,0.847015574,0.493505627,0.85303892
397,0.486241549,0.856750314,0.483788729,0.858067516,0.496262401,0.855145006
398,0.486275136,0.856649,0.482021481,0.859158599,0.493182003,0.85699964
399,0.482066691,0.846442255,0.483304262,0.848161721,0.488648921,0.852076244
